=== Resultados de búsqueda de hipertensión ===
Total de líneas analizadas: 95794
Total de líneas con hipertensión: 2050
Total de apariciones totales: 2129

Línea - Apariciones
Línea 39045: 1 vez(s)
Línea 39053: 1 vez(s)
Línea 39222: 1 vez(s)
Línea 39226: 1 vez(s)
Línea 39377: 1 vez(s)
Línea 39397: 1 vez(s)
Línea 39405: 1 vez(s)
Línea 39414: 1 vez(s)
Línea 39614: 1 vez(s)
Línea 39618: 1 vez(s)
Línea 39624: 1 vez(s)
Línea 40039: 1 vez(s)
Línea 40040: 1 vez(s)
Línea 40044: 1 vez(s)
Línea 40150: 1 vez(s)
Línea 40156: 1 vez(s)
Línea 40157: 1 vez(s)
Línea 40161: 1 vez(s)
Línea 40318: 1 vez(s)
Línea 40332: 1 vez(s)
Línea 40335: 1 vez(s)
Línea 40353: 2 vez(s)
Línea 40379: 1 vez(s)
Línea 40383: 1 vez(s)
Línea 40396: 1 vez(s)
Línea 40660: 1 vez(s)
Línea 40666: 1 vez(s)
Línea 40670: 1 vez(s)
Línea 40771: 1 vez(s)
Línea 40792: 1 vez(s)
Línea 40795: 1 vez(s)
Línea 40990: 1 vez(s)
Línea 41007: 1 vez(s)
Línea 41014: 1 vez(s)
Línea 41038: 1 vez(s)
Línea 41041: 1 vez(s)
Línea 41045: 1 vez(s)
Línea 41192: 1 vez(s)
Línea 41197: 1 vez(s)
Línea 41199: 1 vez(s)
Línea 41286: 1 vez(s)
Línea 41287: 1 vez(s)
Línea 41295: 1 vez(s)
Línea 41537: 1 vez(s)
Línea 41550: 1 vez(s)
Línea 41559: 1 vez(s)
Línea 41562: 1 vez(s)
Línea 41570: 3 vez(s)
Línea 41627: 1 vez(s)
Línea 41635: 1 vez(s)
Línea 41644: 1 vez(s)
Línea 41698: 1 vez(s)
Línea 41699: 1 vez(s)
Línea 41703: 1 vez(s)
Línea 41709: 1 vez(s)
Línea 41710: 1 vez(s)
Línea 41715: 1 vez(s)
Línea 41751: 1 vez(s)
Línea 41760: 1 vez(s)
Línea 41851: 1 vez(s)
Línea 41853: 1 vez(s)
Línea 41861: 1 vez(s)
Línea 41964: 1 vez(s)
Línea 42119: 1 vez(s)
Línea 42136: 1 vez(s)
Línea 42137: 1 vez(s)
Línea 42300: 1 vez(s)
Línea 42304: 1 vez(s)
Línea 42471: 1 vez(s)
Línea 42475: 1 vez(s)
Línea 42483: 1 vez(s)
Línea 42486: 1 vez(s)
Línea 42487: 1 vez(s)
Línea 42496: 1 vez(s)
Línea 42674: 1 vez(s)
Línea 42692: 1 vez(s)
Línea 42748: 1 vez(s)
Línea 42864: 1 vez(s)
Línea 42873: 1 vez(s)
Línea 42884: 1 vez(s)
Línea 42889: 1 vez(s)
Línea 42903: 1 vez(s)
Línea 42907: 1 vez(s)
Línea 42935: 2 vez(s)
Línea 42943: 1 vez(s)
Línea 42950: 1 vez(s)
Línea 42951: 1 vez(s)
Línea 42971: 1 vez(s)
Línea 42977: 1 vez(s)
Línea 43092: 1 vez(s)
Línea 43096: 1 vez(s)
Línea 43097: 1 vez(s)
Línea 43317: 1 vez(s)
Línea 43325: 1 vez(s)
Línea 43329: 1 vez(s)
Línea 43381: 1 vez(s)
Línea 43523: 1 vez(s)
Línea 43525: 1 vez(s)
Línea 43533: 1 vez(s)
Línea 43716: 1 vez(s)
Línea 43719: 1 vez(s)
Línea 43726: 1 vez(s)
Línea 43931: 1 vez(s)
Línea 43946: 1 vez(s)
Línea 44236: 1 vez(s)
Línea 44239: 1 vez(s)
Línea 44242: 1 vez(s)
Línea 44246: 2 vez(s)
Línea 44262: 1 vez(s)
Línea 44267: 1 vez(s)
Línea 44269: 1 vez(s)
Línea 44309: 1 vez(s)
Línea 44310: 1 vez(s)
Línea 44315: 1 vez(s)
Línea 44344: 1 vez(s)
Línea 44351: 1 vez(s)
Línea 44360: 1 vez(s)
Línea 44651: 1 vez(s)
Línea 44654: 1 vez(s)
Línea 44658: 1 vez(s)
Línea 44734: 1 vez(s)
Línea 44739: 1 vez(s)
Línea 44740: 1 vez(s)
Línea 44820: 1 vez(s)
Línea 44829: 1 vez(s)
Línea 44831: 1 vez(s)
Línea 44949: 1 vez(s)
Línea 44953: 1 vez(s)
Línea 44954: 1 vez(s)
Línea 44957: 2 vez(s)
Línea 44990: 1 vez(s)
Línea 44995: 1 vez(s)
Línea 45007: 1 vez(s)
Línea 45180: 1 vez(s)
Línea 45181: 1 vez(s)
Línea 45190: 1 vez(s)
Línea 45223: 1 vez(s)
Línea 45233: 1 vez(s)
Línea 45255: 1 vez(s)
Línea 45283: 1 vez(s)
Línea 45287: 1 vez(s)
Línea 45292: 1 vez(s)
Línea 45349: 1 vez(s)
Línea 45356: 1 vez(s)
Línea 45535: 1 vez(s)
Línea 45547: 1 vez(s)
Línea 45618: 1 vez(s)
Línea 45620: 1 vez(s)
Línea 45635: 1 vez(s)
Línea 45709: 1 vez(s)
Línea 45717: 1 vez(s)
Línea 45747: 1 vez(s)
Línea 45757: 1 vez(s)
Línea 45779: 1 vez(s)
Línea 46050: 1 vez(s)
Línea 46055: 1 vez(s)
Línea 46247: 1 vez(s)
Línea 46248: 1 vez(s)
Línea 46251: 1 vez(s)
Línea 46583: 1 vez(s)
Línea 46586: 1 vez(s)
Línea 46590: 1 vez(s)
Línea 46591: 1 vez(s)
Línea 46592: 1 vez(s)
Línea 46599: 1 vez(s)
Línea 46740: 1 vez(s)
Línea 46745: 1 vez(s)
Línea 46752: 1 vez(s)
Línea 46833: 1 vez(s)
Línea 46844: 1 vez(s)
Línea 46847: 1 vez(s)
Línea 46864: 1 vez(s)
Línea 46869: 1 vez(s)
Línea 47256: 1 vez(s)
Línea 47264: 1 vez(s)
Línea 47270: 1 vez(s)
Línea 47397: 1 vez(s)
Línea 47405: 1 vez(s)
Línea 47415: 1 vez(s)
Línea 47458: 1 vez(s)
Línea 47470: 1 vez(s)
Línea 47471: 1 vez(s)
Línea 47476: 1 vez(s)
Línea 47477: 1 vez(s)
Línea 47478: 1 vez(s)
Línea 47486: 3 vez(s)
Línea 47832: 1 vez(s)
Línea 47835: 1 vez(s)
Línea 47838: 1 vez(s)
Línea 47839: 1 vez(s)
Línea 47844: 1 vez(s)
Línea 47849: 1 vez(s)
Línea 47853: 1 vez(s)
Línea 47874: 1 vez(s)
Línea 47879: 1 vez(s)
Línea 47888: 1 vez(s)
Línea 47928: 1 vez(s)
Línea 47935: 1 vez(s)
Línea 47939: 1 vez(s)
Línea 48154: 1 vez(s)
Línea 48167: 1 vez(s)
Línea 48171: 1 vez(s)
Línea 48179: 2 vez(s)
Línea 48383: 1 vez(s)
Línea 48386: 1 vez(s)
Línea 48387: 1 vez(s)
Línea 48405: 1 vez(s)
Línea 48411: 1 vez(s)
Línea 48530: 1 vez(s)
Línea 48539: 1 vez(s)
Línea 48547: 1 vez(s)
Línea 48577: 1 vez(s)
Línea 48580: 1 vez(s)
Línea 48585: 1 vez(s)
Línea 48601: 1 vez(s)
Línea 48605: 1 vez(s)
Línea 48940: 1 vez(s)
Línea 48945: 1 vez(s)
Línea 48951: 1 vez(s)
Línea 49005: 1 vez(s)
Línea 49016: 1 vez(s)
Línea 49023: 1 vez(s)
Línea 49049: 1 vez(s)
Línea 49052: 1 vez(s)
Línea 49057: 1 vez(s)
Línea 49311: 1 vez(s)
Línea 49350: 1 vez(s)
Línea 49399: 1 vez(s)
Línea 49463: 1 vez(s)
Línea 49476: 1 vez(s)
Línea 49489: 1 vez(s)
Línea 49544: 1 vez(s)
Línea 49547: 1 vez(s)
Línea 49787: 1 vez(s)
Línea 49788: 1 vez(s)
Línea 49795: 1 vez(s)
Línea 49808: 1 vez(s)
Línea 49817: 1 vez(s)
Línea 49820: 1 vez(s)
Línea 49828: 1 vez(s)
Línea 49834: 1 vez(s)
Línea 49899: 1 vez(s)
Línea 49912: 1 vez(s)
Línea 49951: 1 vez(s)
Línea 49984: 1 vez(s)
Línea 49986: 1 vez(s)
Línea 49989: 1 vez(s)
Línea 50033: 1 vez(s)
Línea 50034: 1 vez(s)
Línea 50043: 1 vez(s)
Línea 50124: 1 vez(s)
Línea 50130: 1 vez(s)
Línea 50239: 1 vez(s)
Línea 50243: 1 vez(s)
Línea 50246: 1 vez(s)
Línea 50253: 1 vez(s)
Línea 50261: 1 vez(s)
Línea 50349: 1 vez(s)
Línea 50354: 1 vez(s)
Línea 50366: 1 vez(s)
Línea 50368: 1 vez(s)
Línea 50379: 1 vez(s)
Línea 50387: 1 vez(s)
Línea 50389: 1 vez(s)
Línea 50394: 1 vez(s)
Línea 50577: 1 vez(s)
Línea 50617: 1 vez(s)
Línea 50639: 1 vez(s)
Línea 50646: 1 vez(s)
Línea 50705: 1 vez(s)
Línea 50711: 1 vez(s)
Línea 50716: 1 vez(s)
Línea 50941: 1 vez(s)
Línea 50947: 1 vez(s)
Línea 50955: 1 vez(s)
Línea 51369: 1 vez(s)
Línea 51374: 1 vez(s)
Línea 51378: 1 vez(s)
Línea 51441: 1 vez(s)
Línea 51444: 1 vez(s)
Línea 51548: 1 vez(s)
Línea 51553: 1 vez(s)
Línea 51557: 1 vez(s)
Línea 51639: 1 vez(s)
Línea 51652: 1 vez(s)
Línea 51668: 1 vez(s)
Línea 52074: 1 vez(s)
Línea 52076: 1 vez(s)
Línea 52080: 1 vez(s)
Línea 52364: 1 vez(s)
Línea 52375: 1 vez(s)
Línea 52379: 1 vez(s)
Línea 52505: 1 vez(s)
Línea 52514: 1 vez(s)
Línea 52598: 1 vez(s)
Línea 52604: 1 vez(s)
Línea 52699: 1 vez(s)
Línea 52702: 1 vez(s)
Línea 52707: 1 vez(s)
Línea 52780: 1 vez(s)
Línea 52783: 1 vez(s)
Línea 52788: 1 vez(s)
Línea 52882: 1 vez(s)
Línea 52906: 1 vez(s)
Línea 52909: 1 vez(s)
Línea 52948: 2 vez(s)
Línea 53042: 1 vez(s)
Línea 53044: 1 vez(s)
Línea 53065: 1 vez(s)
Línea 53098: 1 vez(s)
Línea 53102: 1 vez(s)
Línea 53154: 1 vez(s)
Línea 53155: 1 vez(s)
Línea 53234: 1 vez(s)
Línea 53235: 1 vez(s)
Línea 53242: 1 vez(s)
Línea 53319: 1 vez(s)
Línea 53331: 1 vez(s)
Línea 53335: 1 vez(s)
Línea 53343: 2 vez(s)
Línea 53390: 1 vez(s)
Línea 53395: 1 vez(s)
Línea 53399: 1 vez(s)
Línea 53431: 1 vez(s)
Línea 53435: 1 vez(s)
Línea 53440: 1 vez(s)
Línea 53583: 1 vez(s)
Línea 53592: 1 vez(s)
Línea 53593: 1 vez(s)
Línea 53621: 1 vez(s)
Línea 53631: 1 vez(s)
Línea 53635: 1 vez(s)
Línea 53956: 1 vez(s)
Línea 53962: 1 vez(s)
Línea 53963: 1 vez(s)
Línea 53968: 2 vez(s)
Línea 54075: 1 vez(s)
Línea 54081: 1 vez(s)
Línea 54370: 1 vez(s)
Línea 54394: 1 vez(s)
Línea 54426: 1 vez(s)
Línea 54449: 1 vez(s)
Línea 54450: 1 vez(s)
Línea 54664: 1 vez(s)
Línea 54674: 1 vez(s)
Línea 54683: 1 vez(s)
Línea 54861: 1 vez(s)
Línea 54862: 1 vez(s)
Línea 54866: 1 vez(s)
Línea 54974: 1 vez(s)
Línea 54980: 1 vez(s)
Línea 54983: 1 vez(s)
Línea 55383: 1 vez(s)
Línea 55389: 1 vez(s)
Línea 55550: 1 vez(s)
Línea 55559: 1 vez(s)
Línea 55566: 1 vez(s)
Línea 55569: 1 vez(s)
Línea 55576: 1 vez(s)
Línea 55612: 1 vez(s)
Línea 55629: 1 vez(s)
Línea 55642: 1 vez(s)
Línea 55817: 1 vez(s)
Línea 56279: 1 vez(s)
Línea 56285: 1 vez(s)
Línea 56287: 1 vez(s)
Línea 56334: 1 vez(s)
Línea 56338: 1 vez(s)
Línea 56343: 1 vez(s)
Línea 56459: 1 vez(s)
Línea 56463: 1 vez(s)
Línea 56466: 1 vez(s)
Línea 56469: 1 vez(s)
Línea 56471: 1 vez(s)
Línea 56496: 1 vez(s)
Línea 56498: 1 vez(s)
Línea 56534: 1 vez(s)
Línea 56538: 1 vez(s)
Línea 56541: 1 vez(s)
Línea 56552: 1 vez(s)
Línea 56745: 1 vez(s)
Línea 56746: 1 vez(s)
Línea 56750: 1 vez(s)
Línea 56771: 1 vez(s)
Línea 56775: 1 vez(s)
Línea 56783: 1 vez(s)
Línea 56826: 1 vez(s)
Línea 56830: 1 vez(s)
Línea 56835: 1 vez(s)
Línea 57083: 1 vez(s)
Línea 57089: 1 vez(s)
Línea 57093: 1 vez(s)
Línea 57153: 1 vez(s)
Línea 57157: 1 vez(s)
Línea 57174: 1 vez(s)
Línea 57179: 1 vez(s)
Línea 57180: 1 vez(s)
Línea 57183: 2 vez(s)
Línea 57261: 1 vez(s)
Línea 57262: 1 vez(s)
Línea 57263: 1 vez(s)
Línea 57274: 3 vez(s)
Línea 57289: 1 vez(s)
Línea 57293: 1 vez(s)
Línea 57432: 1 vez(s)
Línea 57437: 1 vez(s)
Línea 57442: 1 vez(s)
Línea 57445: 1 vez(s)
Línea 57453: 1 vez(s)
Línea 57456: 1 vez(s)
Línea 57477: 1 vez(s)
Línea 57478: 1 vez(s)
Línea 57484: 1 vez(s)
Línea 57485: 1 vez(s)
Línea 57558: 2 vez(s)
Línea 57763: 1 vez(s)
Línea 57765: 1 vez(s)
Línea 57767: 1 vez(s)
Línea 57847: 1 vez(s)
Línea 57855: 1 vez(s)
Línea 57861: 1 vez(s)
Línea 57887: 1 vez(s)
Línea 57892: 1 vez(s)
Línea 57897: 1 vez(s)
Línea 57899: 1 vez(s)
Línea 57908: 1 vez(s)
Línea 57933: 1 vez(s)
Línea 57954: 1 vez(s)
Línea 57959: 1 vez(s)
Línea 57961: 1 vez(s)
Línea 57974: 1 vez(s)
Línea 57984: 1 vez(s)
Línea 58240: 1 vez(s)
Línea 58244: 1 vez(s)
Línea 58251: 1 vez(s)
Línea 58280: 1 vez(s)
Línea 58285: 1 vez(s)
Línea 58498: 1 vez(s)
Línea 58514: 1 vez(s)
Línea 58543: 1 vez(s)
Línea 58554: 1 vez(s)
Línea 58565: 1 vez(s)
Línea 58581: 1 vez(s)
Línea 58704: 1 vez(s)
Línea 58721: 1 vez(s)
Línea 58743: 1 vez(s)
Línea 58745: 1 vez(s)
Línea 58748: 1 vez(s)
Línea 58754: 1 vez(s)
Línea 58903: 1 vez(s)
Línea 58914: 1 vez(s)
Línea 58928: 1 vez(s)
Línea 59094: 1 vez(s)
Línea 59100: 1 vez(s)
Línea 59105: 1 vez(s)
Línea 59221: 1 vez(s)
Línea 59237: 1 vez(s)
Línea 59238: 1 vez(s)
Línea 59246: 1 vez(s)
Línea 59274: 1 vez(s)
Línea 59277: 1 vez(s)
Línea 59318: 1 vez(s)
Línea 59382: 1 vez(s)
Línea 59394: 1 vez(s)
Línea 59411: 1 vez(s)
Línea 59582: 1 vez(s)
Línea 59584: 1 vez(s)
Línea 59587: 1 vez(s)
Línea 59677: 1 vez(s)
Línea 59681: 1 vez(s)
Línea 59684: 1 vez(s)
Línea 59791: 1 vez(s)
Línea 59794: 1 vez(s)
Línea 59796: 1 vez(s)
Línea 59830: 1 vez(s)
Línea 59835: 1 vez(s)
Línea 59857: 1 vez(s)
Línea 59867: 2 vez(s)
Línea 59918: 1 vez(s)
Línea 59933: 1 vez(s)
Línea 59945: 1 vez(s)
Línea 59974: 1 vez(s)
Línea 59984: 1 vez(s)
Línea 59996: 1 vez(s)
Línea 60117: 1 vez(s)
Línea 60122: 1 vez(s)
Línea 60138: 1 vez(s)
Línea 60171: 1 vez(s)
Línea 60190: 1 vez(s)
Línea 60198: 2 vez(s)
Línea 60400: 1 vez(s)
Línea 60405: 1 vez(s)
Línea 60410: 1 vez(s)
Línea 60420: 1 vez(s)
Línea 60440: 1 vez(s)
Línea 60453: 1 vez(s)
Línea 60484: 1 vez(s)
Línea 60494: 1 vez(s)
Línea 60502: 1 vez(s)
Línea 60809: 1 vez(s)
Línea 60817: 1 vez(s)
Línea 60829: 1 vez(s)
Línea 60976: 1 vez(s)
Línea 60989: 1 vez(s)
Línea 60992: 1 vez(s)
Línea 61026: 2 vez(s)
Línea 61043: 1 vez(s)
Línea 61052: 1 vez(s)
Línea 61059: 1 vez(s)
Línea 61110: 1 vez(s)
Línea 61118: 1 vez(s)
Línea 61119: 1 vez(s)
Línea 61169: 1 vez(s)
Línea 61180: 1 vez(s)
Línea 61190: 1 vez(s)
Línea 61191: 1 vez(s)
Línea 61203: 1 vez(s)
Línea 61474: 1 vez(s)
Línea 61477: 1 vez(s)
Línea 61479: 1 vez(s)
Línea 61481: 2 vez(s)
Línea 61720: 1 vez(s)
Línea 61725: 1 vez(s)
Línea 61769: 1 vez(s)
Línea 61776: 1 vez(s)
Línea 61782: 1 vez(s)
Línea 61819: 1 vez(s)
Línea 61824: 1 vez(s)
Línea 62041: 1 vez(s)
Línea 62045: 1 vez(s)
Línea 62050: 1 vez(s)
Línea 62121: 1 vez(s)
Línea 62122: 1 vez(s)
Línea 62127: 1 vez(s)
Línea 62440: 1 vez(s)
Línea 62441: 1 vez(s)
Línea 62450: 1 vez(s)
Línea 62459: 1 vez(s)
Línea 62464: 1 vez(s)
Línea 62474: 1 vez(s)
Línea 62512: 1 vez(s)
Línea 62515: 1 vez(s)
Línea 62519: 1 vez(s)
Línea 62647: 1 vez(s)
Línea 62651: 1 vez(s)
Línea 62754: 1 vez(s)
Línea 62760: 1 vez(s)
Línea 62765: 1 vez(s)
Línea 62949: 1 vez(s)
Línea 62950: 1 vez(s)
Línea 62953: 1 vez(s)
Línea 62954: 1 vez(s)
Línea 62961: 1 vez(s)
Línea 62965: 1 vez(s)
Línea 62970: 1 vez(s)
Línea 63256: 1 vez(s)
Línea 63272: 1 vez(s)
Línea 63277: 1 vez(s)
Línea 63360: 1 vez(s)
Línea 63365: 1 vez(s)
Línea 63377: 1 vez(s)
Línea 63444: 1 vez(s)
Línea 63448: 1 vez(s)
Línea 63458: 1 vez(s)
Línea 63630: 1 vez(s)
Línea 63648: 1 vez(s)
Línea 63654: 1 vez(s)
Línea 63894: 1 vez(s)
Línea 63898: 1 vez(s)
Línea 63904: 1 vez(s)
Línea 63911: 1 vez(s)
Línea 63913: 1 vez(s)
Línea 63916: 1 vez(s)
Línea 63973: 1 vez(s)
Línea 63974: 1 vez(s)
Línea 63977: 1 vez(s)
Línea 64102: 1 vez(s)
Línea 64267: 1 vez(s)
Línea 64274: 1 vez(s)
Línea 64286: 1 vez(s)
Línea 64294: 1 vez(s)
Línea 64302: 1 vez(s)
Línea 64454: 1 vez(s)
Línea 64467: 1 vez(s)
Línea 64478: 1 vez(s)
Línea 64566: 1 vez(s)
Línea 64570: 1 vez(s)
Línea 64572: 1 vez(s)
Línea 65266: 1 vez(s)
Línea 65376: 1 vez(s)
Línea 65382: 1 vez(s)
Línea 65385: 1 vez(s)
Línea 65427: 1 vez(s)
Línea 65437: 1 vez(s)
Línea 65449: 1 vez(s)
Línea 65601: 1 vez(s)
Línea 65609: 1 vez(s)
Línea 65625: 1 vez(s)
Línea 65627: 1 vez(s)
Línea 65787: 1 vez(s)
Línea 65793: 1 vez(s)
Línea 65798: 1 vez(s)
Línea 65895: 1 vez(s)
Línea 65904: 1 vez(s)
Línea 66002: 1 vez(s)
Línea 66005: 1 vez(s)
Línea 66277: 1 vez(s)
Línea 66311: 1 vez(s)
Línea 66316: 1 vez(s)
Línea 66364: 1 vez(s)
Línea 66371: 1 vez(s)
Línea 66377: 1 vez(s)
Línea 66397: 1 vez(s)
Línea 66403: 1 vez(s)
Línea 66404: 1 vez(s)
Línea 66407: 1 vez(s)
Línea 66460: 1 vez(s)
Línea 66467: 1 vez(s)
Línea 66472: 1 vez(s)
Línea 67113: 1 vez(s)
Línea 67117: 1 vez(s)
Línea 67130: 1 vez(s)
Línea 67355: 1 vez(s)
Línea 67357: 1 vez(s)
Línea 67361: 1 vez(s)
Línea 67395: 1 vez(s)
Línea 67406: 1 vez(s)
Línea 67435: 1 vez(s)
Línea 67438: 1 vez(s)
Línea 67446: 1 vez(s)
Línea 67454: 1 vez(s)
Línea 67466: 1 vez(s)
Línea 67620: 1 vez(s)
Línea 67691: 1 vez(s)
Línea 67703: 1 vez(s)
Línea 67713: 1 vez(s)
Línea 67798: 1 vez(s)
Línea 67803: 1 vez(s)
Línea 67804: 1 vez(s)
Línea 67818: 1 vez(s)
Línea 68201: 1 vez(s)
Línea 68209: 1 vez(s)
Línea 68212: 1 vez(s)
Línea 68233: 1 vez(s)
Línea 68235: 1 vez(s)
Línea 68848: 1 vez(s)
Línea 68855: 1 vez(s)
Línea 68858: 1 vez(s)
Línea 69117: 1 vez(s)
Línea 69121: 1 vez(s)
Línea 69168: 1 vez(s)
Línea 69172: 1 vez(s)
Línea 69571: 1 vez(s)
Línea 69581: 1 vez(s)
Línea 69593: 1 vez(s)
Línea 69653: 1 vez(s)
Línea 69669: 1 vez(s)
Línea 69683: 1 vez(s)
Línea 69718: 1 vez(s)
Línea 69721: 1 vez(s)
Línea 69774: 1 vez(s)
Línea 69778: 1 vez(s)
Línea 69821: 1 vez(s)
Línea 69826: 1 vez(s)
Línea 69827: 1 vez(s)
Línea 70076: 1 vez(s)
Línea 70154: 1 vez(s)
Línea 70220: 1 vez(s)
Línea 70221: 1 vez(s)
Línea 70232: 1 vez(s)
Línea 70326: 1 vez(s)
Línea 70367: 1 vez(s)
Línea 70377: 1 vez(s)
Línea 70814: 1 vez(s)
Línea 70932: 1 vez(s)
Línea 70935: 1 vez(s)
Línea 70941: 1 vez(s)
Línea 71159: 1 vez(s)
Línea 71165: 1 vez(s)
Línea 71167: 1 vez(s)
Línea 71173: 2 vez(s)
Línea 71327: 1 vez(s)
Línea 71335: 1 vez(s)
Línea 71336: 1 vez(s)
Línea 71340: 1 vez(s)
Línea 71348: 1 vez(s)
Línea 71503: 1 vez(s)
Línea 71507: 1 vez(s)
Línea 71508: 1 vez(s)
Línea 71513: 1 vez(s)
Línea 71514: 3 vez(s)
Línea 71806: 1 vez(s)
Línea 71812: 1 vez(s)
Línea 71814: 1 vez(s)
Línea 71828: 1 vez(s)
Línea 71831: 1 vez(s)
Línea 71833: 1 vez(s)
Línea 71883: 1 vez(s)
Línea 71888: 1 vez(s)
Línea 71902: 1 vez(s)
Línea 71994: 1 vez(s)
Línea 72013: 1 vez(s)
Línea 72016: 1 vez(s)
Línea 72020: 1 vez(s)
Línea 72022: 1 vez(s)
Línea 72026: 1 vez(s)
Línea 72033: 1 vez(s)
Línea 72308: 1 vez(s)
Línea 72316: 1 vez(s)
Línea 72344: 2 vez(s)
Línea 72346: 1 vez(s)
Línea 72349: 1 vez(s)
Línea 72352: 1 vez(s)
Línea 72500: 1 vez(s)
Línea 72504: 1 vez(s)
Línea 72505: 1 vez(s)
Línea 72510: 2 vez(s)
Línea 72588: 1 vez(s)
Línea 72593: 1 vez(s)
Línea 72599: 1 vez(s)
Línea 72648: 1 vez(s)
Línea 72654: 1 vez(s)
Línea 72655: 1 vez(s)
Línea 72661: 1 vez(s)
Línea 73167: 1 vez(s)
Línea 73173: 1 vez(s)
Línea 73177: 1 vez(s)
Línea 73182: 1 vez(s)
Línea 73184: 3 vez(s)
Línea 73232: 1 vez(s)
Línea 73363: 1 vez(s)
Línea 73375: 1 vez(s)
Línea 73390: 1 vez(s)
Línea 73427: 1 vez(s)
Línea 73463: 1 vez(s)
Línea 73483: 1 vez(s)
Línea 73591: 1 vez(s)
Línea 73603: 1 vez(s)
Línea 73618: 1 vez(s)
Línea 73800: 1 vez(s)
Línea 73804: 1 vez(s)
Línea 73807: 1 vez(s)
Línea 73844: 1 vez(s)
Línea 73849: 1 vez(s)
Línea 73854: 1 vez(s)
Línea 73891: 1 vez(s)
Línea 73915: 1 vez(s)
Línea 73923: 1 vez(s)
Línea 74053: 1 vez(s)
Línea 74056: 1 vez(s)
Línea 74062: 1 vez(s)
Línea 74089: 1 vez(s)
Línea 74094: 1 vez(s)
Línea 74098: 1 vez(s)
Línea 74154: 1 vez(s)
Línea 74155: 1 vez(s)
Línea 74166: 1 vez(s)
Línea 74290: 1 vez(s)
Línea 74297: 1 vez(s)
Línea 74306: 1 vez(s)
Línea 74687: 1 vez(s)
Línea 74703: 1 vez(s)
Línea 74705: 1 vez(s)
Línea 74784: 1 vez(s)
Línea 74786: 1 vez(s)
Línea 75001: 1 vez(s)
Línea 75011: 1 vez(s)
Línea 75014: 1 vez(s)
Línea 75128: 1 vez(s)
Línea 75131: 1 vez(s)
Línea 75135: 1 vez(s)
Línea 75189: 1 vez(s)
Línea 75193: 1 vez(s)
Línea 75194: 1 vez(s)
Línea 75223: 1 vez(s)
Línea 75226: 1 vez(s)
Línea 75234: 1 vez(s)
Línea 75279: 1 vez(s)
Línea 75344: 1 vez(s)
Línea 75345: 1 vez(s)
Línea 75349: 2 vez(s)
Línea 75439: 1 vez(s)
Línea 75450: 1 vez(s)
Línea 75458: 1 vez(s)
Línea 75504: 1 vez(s)
Línea 75512: 1 vez(s)
Línea 75523: 1 vez(s)
Línea 75738: 1 vez(s)
Línea 75750: 1 vez(s)
Línea 75762: 1 vez(s)
Línea 75794: 1 vez(s)
Línea 75842: 1 vez(s)
Línea 75875: 1 vez(s)
Línea 75902: 1 vez(s)
Línea 75904: 1 vez(s)
Línea 75906: 1 vez(s)
Línea 76096: 1 vez(s)
Línea 76102: 1 vez(s)
Línea 76104: 1 vez(s)
Línea 76128: 1 vez(s)
Línea 76164: 1 vez(s)
Línea 76170: 1 vez(s)
Línea 76183: 1 vez(s)
Línea 76310: 1 vez(s)
Línea 76317: 1 vez(s)
Línea 76327: 1 vez(s)
Línea 76455: 1 vez(s)
Línea 76463: 1 vez(s)
Línea 76943: 1 vez(s)
Línea 76953: 1 vez(s)
Línea 76965: 1 vez(s)
Línea 77240: 1 vez(s)
Línea 77242: 1 vez(s)
Línea 77246: 1 vez(s)
Línea 77283: 1 vez(s)
Línea 77303: 1 vez(s)
Línea 77306: 1 vez(s)
Línea 77307: 1 vez(s)
Línea 77312: 1 vez(s)
Línea 77431: 1 vez(s)
Línea 77439: 1 vez(s)
Línea 77454: 1 vez(s)
Línea 78200: 1 vez(s)
Línea 78203: 1 vez(s)
Línea 78212: 1 vez(s)
Línea 78228: 1 vez(s)
Línea 78245: 1 vez(s)
Línea 78248: 1 vez(s)
Línea 78249: 1 vez(s)
Línea 78271: 1 vez(s)
Línea 78492: 1 vez(s)
Línea 78495: 1 vez(s)
Línea 78498: 1 vez(s)
Línea 78530: 1 vez(s)
Línea 78569: 1 vez(s)
Línea 78671: 1 vez(s)
Línea 78672: 1 vez(s)
Línea 78682: 1 vez(s)
Línea 78734: 1 vez(s)
Línea 78758: 1 vez(s)
Línea 78775: 1 vez(s)
Línea 78942: 1 vez(s)
Línea 78964: 1 vez(s)
Línea 79009: 1 vez(s)
Línea 79063: 1 vez(s)
Línea 79068: 1 vez(s)
Línea 79074: 1 vez(s)
Línea 79222: 1 vez(s)
Línea 79434: 1 vez(s)
Línea 79532: 1 vez(s)
Línea 79538: 1 vez(s)
Línea 79546: 1 vez(s)
Línea 79565: 1 vez(s)
Línea 79571: 1 vez(s)
Línea 79576: 1 vez(s)
Línea 79703: 1 vez(s)
Línea 79706: 1 vez(s)
Línea 80038: 1 vez(s)
Línea 80044: 1 vez(s)
Línea 80054: 1 vez(s)
Línea 80055: 1 vez(s)
Línea 80059: 1 vez(s)
Línea 80097: 1 vez(s)
Línea 80101: 1 vez(s)
Línea 80107: 1 vez(s)
Línea 80130: 1 vez(s)
Línea 80131: 1 vez(s)
Línea 80146: 1 vez(s)
Línea 80243: 1 vez(s)
Línea 80247: 1 vez(s)
